  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   128,     P-683,   2022/11/17 11:54:06,           1-06,       3,        -0.015,        -0.662,         0.649,         0.335,         20439,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668686322.50,         0.233,         0.171,         0.319,         0.172,       115.331,        -0.001,        -0.002,         1.813,        95.114,        35.847,         1.176,        88.606,         1.039,         2.062,       -0.0000,        0.0000,    0,        43.750,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   129,     P-683,   2022/11/17 12:03:03,           1-06,       4,        -0.010,        -0.694,         0.587,         0.357,         20411,       0,    1,                                     BER,                                    STD2,                 H2O, 1668686859.08,         0.246,         0.173,         0.335,         0.179,       112.529,        -0.000,        -0.003,         1.770,        94.974,        35.858,         1.175,        88.346,         1.036,         2.064,       -0.0000,        0.0000,    0,        43.750,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   130,     P-683,   2022/11/17 12:12:01,           1-06,       5,        -0.029,        -0.707,         0.617,         0.344,         20453,       0,    1,                                     BER,                                    STD2,                 H2O, 1668687397.19,         0.248,         0.196,         0.327,         0.173,       115.378,        -0.001,        -0.002,         1.811,        95.129,        35.832,         1.188,        89.132,         1.038,         2.168,        0.0000,        0.0000,    0,        43.750,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   131,     P-683,   2022/11/17 12:20:58,           1-06,       6,        -0.022,        -0.690,         0.634,         0.343,         20408,       0,    1,                                     BER,                                    STD2,                 H2O, 1668687934.45,         0.233,         0.169,         0.308,         0.168,       115.336,        -0.000,        -0.002,         1.820,        94.960,        35.890,         1.175,        88.218,         1.037,         2.049,       -0.0000,        0.0000,    0,        43.688,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   132,     P-683,   2022/11/17 12:29:55,           1-06,       7,        -0.004,        -0.678,         0.678,         0.354,         20446,       0,    1,                                     BER,                                    STD2,                 H2O, 1668688471.24,         0.229,         0.177,         0.312,         0.160,       115.394,        -0.001,        -0.001,         1.827,        95.096,        36.125,         1.175,        88.199,         1.033,         2.026,        0.0000,        0.0000,    0,        43.688,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   133,     P-683,   2022/11/17 12:38:53,           1-06,       8,        -0.009,        -0.693,         0.618,         0.357,         20422,       0,    1,                                     BER,                                    STD2,                 H2O, 1668689008.86,         0.245,         0.166,         0.322,         0.181,       110.702,        -0.000,        -0.002,         1.758,        94.991,        35.806,         1.184,        88.900,         1.038,         2.148,        0.0000,       -0.0000,    0,        43.625,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   134,     P-683,   2022/11/17 12:47:50,           1-06,       9,        -0.005,        -0.673,         0.647,         0.351,         20423,       0,    1,                                     BER,                                    STD2,                 H2O, 1668689545.82,         0.247,         0.178,         0.318,         0.175,       112.689,        -0.000,        -0.002,         1.771,        95.075,        35.796,         1.183,        88.562,         1.035,         2.036,        0.0000,        0.0000,    0,        43.625,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   135,     P-683,   2022/11/17 12:56:48,           1-06,      10,        -0.024,        -0.711,         0.630,         0.352,         20425,       0,    1,                                     BER,                                    STD2,                 H2O, 1668690083.86,         0.265,         0.191,         0.382,         0.190,       111.311,        -0.000,        -0.003,         1.756,        94.980,        35.957,         1.177,        88.557,         1.038,         2.098,       -0.0000,       -0.0000,    0,        43.625,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   136,     P-683,   2022/11/17 13:05:45,           1-06,      11,        -0.003,        -0.680,         0.682,         0.356,         20453,       0,    1,                                     BER,                                    STD2,                 H2O, 1668690621.44,         0.241,         0.165,         0.326,         0.177,       113.389,        -0.000,        -0.002,         1.788,        95.183,        36.003,         1.180,        88.311,         1.039,         2.028,        0.0000,        0.0000,    0,        43.688,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   137,     P-683,   2022/11/17 13:14:44,           1-06,      12,        -0.032,        -0.680,         0.640,         0.327,         20391,       0,    1,                                     BER,                                    STD2,                 H2O, 1668691160.46,         0.243,         0.188,         0.315,         0.181,       114.996,        -0.001,        -0.002,         1.819,        94.795,        35.822,         1.185,        88.715,         1.036,         2.141,       -0.0000,        0.0000,    0,        43.625,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   138,     P-683,   2022/11/17 13:23:41,           1-06,      13,         0.020,        -0.674,         0.699,         0.376,         20467,       0,    1,                                     BER,                                    STD2,                 H2O, 1668691697.35,         0.254,         0.181,         0.304,         0.185,       115.866,        -0.000,        -0.002,         1.825,        95.244,        35.981,         1.183,        88.601,         1.038,         2.047,        0.0000,       -0.0000,    0,        43.625,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   139,     P-683,   2022/11/17 13:32:39,           1-06,      14,        -0.026,        -0.680,         0.733,         0.333,         20430,       0,    1,                                     BER,                                    STD2,                 H2O, 1668692235.13,         0.262,         0.192,         0.350,         0.184,       112.141,        -0.000,        -0.002,         1.766,        95.051,        35.895,         1.182,        88.486,         1.038,         2.049,       -0.0000,        0.0000,    0,        43.625,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   140,     P-683,   2022/11/17 13:41:36,           1-06,      15,        -0.000,        -0.694,         0.641,         0.366,         20437,       0,    1,                                     BER,                                    STD2,                 H2O, 1668692772.25,         0.261,         0.191,         0.331,         0.197,       115.042,        -0.001,        -0.002,         1.819,        95.097,        35.793,         1.186,        88.912,         1.039,         2.088,       -0.0000,       -0.0000,    0,        43.625,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   141,     P-683,   2022/11/17 13:50:34,           1-06,      16,        -0.015,        -0.667,         0.736,         0.337,         20447,       0,    1,                                     BER,                                    STD2,                 H2O, 1668693310.06,         0.266,         0.201,         0.329,         0.185,       114.207,        -0.001,        -0.001,         1.811,        95.138,        35.971,         1.181,        88.443,         1.038,         2.008,       -0.0000,        0.0000,    0,        43.562,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   142,     P-683,   2022/11/17 13:59:32,           1-06,      17,        -0.013,        -0.669,         0.706,         0.341,         20414,       0,    1,                                     BER,                                    STD2,                 H2O, 1668693847.68,         0.257,         0.194,         0.352,         0.181,       116.050,        -0.001,        -0.002,         1.820,        94.977,        35.835,         1.181,        88.574,         1.037,         2.041,       -0.0000,        0.0000,    0,        43.562,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   143,     P-683,   2022/11/17 14:08:30,           1-06,      18,        -0.028,        -0.686,         0.797,         0.334,         20457,       0,    1,                                     BER,                                    STD2,                 H2O, 1668694385.92,         0.229,         0.178,         0.312,         0.170,       116.594,        -0.001,        -0.002,         1.832,        95.169,        36.151,         1.175,        88.026,         1.038,         2.041,       -0.0000,        0.0000,    0,        43.625,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   144,     P-683,   2022/11/17 14:17:28,           1-06,      19,        -0.033,        -0.687,         0.689,         0.330,         20427,       0,    1,                                     BER,                                    STD2,                 H2O, 1668694923.80,         0.268,         0.202,         0.339,         0.184,       113.021,        -0.000,        -0.002,         1.777,        95.004,        35.920,         1.184,        88.677,         1.038,         2.084,        0.0000,        0.0000,    0,        43.562,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   145,     P-683,   2022/11/17 14:26:25,           1-06,      20,         0.018,        -0.686,         0.689,         0.381,         20422,       0,    1,                                     BER,                                    STD2,                 H2O, 1668695461.06,         0.247,         0.192,         0.320,         0.169,       114.100,        -0.000,        -0.002,         1.789,        95.044,        35.790,         1.185,        88.699,         1.038,         2.070,       -0.0000,       -0.0000,    0,        43.500,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   146,     P-683,   2022/11/17 14:35:23,           1-06,      21,        -0.034,        -0.673,         0.767,         0.321,         20456,       0,    1,                                     BER,                                    STD2,                 H2O, 1668695998.54,         0.258,         0.180,         0.348,         0.190,       114.586,        -0.001,        -0.002,         1.814,        95.217,        35.955,         1.180,        88.387,         1.037,         2.038,       -0.0000,        0.0000,    0,        43.500,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   147,     P-683,   2022/11/17 14:44:20,           1-06,      22,        -0.013,        -0.684,         0.693,         0.349,         20407,       0,    1,                                     BER,                                    STD2,                 H2O, 1668696535.68,         0.241,         0.173,         0.312,         0.173,       113.052,        -0.000,        -0.001,         1.783,        94.877,        35.834,         1.186,        88.846,         1.038,         2.169,       -0.0000,       -0.0000,    0,        43.500,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   148,     P-683,   2022/11/17 14:53:16,           1-06,      23,        -0.006,        -0.672,         0.680,         0.349,         20422,       0,    1,                                     BER,                                    STD2,                 H2O, 1668697072.51,         0.230,         0.169,         0.315,         0.162,       110.697,        -0.000,        -0.002,         1.747,        94.998,        36.004,         1.176,        88.178,         1.039,         2.057,       -0.0000,        0.0000,    0,        43.562,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   149,     P-683,   2022/11/17 15:02:14,           1-06,      24,        -0.020,        -0.674,         0.723,         0.336,         20438,       0,    1,                                     BER,                                    STD2,                 H2O, 1668697610.98,         0.249,         0.187,         0.326,         0.173,       112.499,        -0.001,        -0.002,         1.776,        95.099,        35.980,         1.180,        88.366,         1.036,         2.007,        0.0000,        0.0000,    0,        43.562,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   150,     P-683,   2022/11/17 15:11:11,           1-06,      25,         0.001,        -0.669,         0.757,         0.354,         20401,       0,    1,                                     BER,                                    STD2,                 H2O, 1668698147.82,         0.241,         0.194,         0.317,         0.167,       113.411,        -0.000,        -0.001,         1.789,        94.913,        35.800,         1.183,        88.504,         1.038,         2.067,       -0.0000,        0.0000,    0,        43.500,         1,       6,       2,Baptiste_20000ppm_O17,       0,       1
   151,     P-684,   2022/11/17 15:20:10,           1-07,       1,        -0.009,        -0.690,         0.729,         0.355,         20235,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668698686.40,         0.249,         0.156,         0.363,         0.193,       110.605,        -0.000,        -0.003,         1.756,        94.063,        35.681,         1.166,        87.306,         1.034,         2.013,       -0.0000,        0.0000,    0,        43.500,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   152,     P-684,   2022/11/17 15:29:07,           1-07,       2,        -0.011,        -0.662,         0.752,         0.338,         20495,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668699223.31,         0.251,         0.190,         0.333,         0.174,       114.257,        -0.000,        -0.002,         1.801,        95.403,        36.002,         1.182,        88.779,         1.036,         2.033,       -0.0000,        0.0000,    0,        43.500,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   153,     P-684,   2022/11/17 15:38:05,           1-07,       3,         0.020,        -0.654,         0.762,         0.365,         20355,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668699760.78,         0.255,         0.199,         0.315,         0.178,       114.238,        -0.000,        -0.001,         1.800,        94.700,        35.722,         1.180,        88.127,         1.038,         2.006,       -0.0000,       -0.0000,    0,        43.500,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   154,     P-684,   2022/11/17 15:47:03,           1-07,       4,        -0.045,        -0.725,         0.779,         0.338,         20340,       0,    1,                                     BER,                                    STD2,                 H2O, 1668700298.31,         0.280,         0.193,         0.334,         0.209,       113.914,         0.000,        -0.002,         1.783,        94.471,        35.863,         1.179,        88.372,         1.035,         2.133,       -0.0000,       -0.0000,    0,        43.500,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   155,     P-684,   2022/11/17 15:56:00,           1-07,       5,        -0.002,        -0.688,         0.771,         0.361,         20422,       0,    1,                                     BER,                                    STD2,                 H2O, 1668700835.71,         0.254,         0.177,         0.317,         0.185,       115.517,        -0.001,        -0.001,         1.822,        94.984,        35.912,         1.180,        88.508,         1.038,         2.083,       -0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   156,     P-684,   2022/11/17 16:04:57,           1-07,       6,        -0.012,        -0.663,         0.821,         0.338,         20496,       0,    1,                                     BER,                                    STD2,                 H2O, 1668701372.98,         0.242,         0.167,         0.332,         0.186,       112.739,        -0.000,        -0.003,         1.780,        95.442,        35.916,         1.187,        88.797,         1.039,         2.043,        0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   157,     P-684,   2022/11/17 16:13:54,           1-07,       7,        -0.000,        -0.668,         0.764,         0.353,         20413,       0,    1,                                     BER,                                    STD2,                 H2O, 1668701910.47,         0.254,         0.191,         0.307,         0.181,       112.296,        -0.000,        -0.002,         1.782,        94.970,        35.910,         1.176,        88.283,         1.036,         2.042,       -0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   158,     P-684,   2022/11/17 16:22:51,           1-07,       8,         0.004,        -0.668,         0.755,         0.357,         20395,       0,    1,                                     BER,                                    STD2,                 H2O, 1668702447.45,         0.237,         0.181,         0.319,         0.175,       115.262,        -0.001,        -0.002,         1.812,        94.851,        36.028,         1.176,        87.887,         1.038,         2.016,       -0.0000,       -0.0000,    0,        43.375,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   159,     P-684,   2022/11/17 16:31:49,           1-07,       9,        -0.023,        -0.656,         0.823,         0.324,         20418,       0,    1,                                     BER,                                    STD2,                 H2O, 1668702985.09,         0.232,         0.183,         0.336,         0.170,       114.636,        -0.000,        -0.002,         1.801,        95.025,        35.875,         1.175,        88.178,         1.038,         1.992,       -0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   160,     P-684,   2022/11/17 16:40:48,           1-07,      10,         0.016,        -0.644,         0.756,         0.356,         20308,       0,    1,                                     BER,                                    STD2,                 H2O, 1668703523.79,         0.240,         0.179,         0.305,         0.168,       110.971,        -0.000,        -0.002,         1.742,        94.463,        35.584,         1.174,        88.201,         1.038,         1.981,       -0.0000,        0.0000,    0,        43.375,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   161,     P-684,   2022/11/17 16:49:45,           1-07,      11,         0.006,        -0.653,         0.827,         0.351,         20345,       0,    1,                                     BER,                                    STD2,                 H2O, 1668704061.52,         0.241,         0.177,         0.341,         0.175,       111.507,        -0.000,        -0.002,         1.749,        94.645,        35.706,         1.177,        88.163,         1.035,         2.032,       -0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   162,     P-684,   2022/11/17 16:58:43,           1-07,      12,        -0.012,        -0.692,         0.793,         0.354,         20341,       0,    1,                                     BER,                                    STD2,                 H2O, 1668704598.78,         0.264,         0.187,         0.341,         0.193,       114.241,        -0.000,        -0.002,         1.793,        94.607,        35.680,         1.180,        88.352,         1.036,         2.051,       -0.0000,       -0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   163,     P-684,   2022/11/17 17:07:39,           1-07,      13,        -0.016,        -0.685,         0.788,         0.346,         20329,       0,    1,                                     BER,                                    STD2,                 H2O, 1668705135.57,         0.250,         0.192,         0.314,         0.177,       116.616,        -0.000,        -0.001,         1.833,        94.492,        35.866,         1.171,        87.943,         1.038,         2.044,       -0.0000,       -0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   164,     P-684,   2022/11/17 17:16:36,           1-07,      14,         0.005,        -0.657,         0.795,         0.352,         20367,       0,    1,                                     BER,                                    STD2,                 H2O, 1668705672.35,         0.241,         0.180,         0.329,         0.173,       114.187,        -0.001,        -0.002,         1.796,        94.739,        35.877,         1.170,        87.907,         1.035,         2.007,       -0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   165,     P-684,   2022/11/17 17:25:33,           1-07,      15,        -0.006,        -0.671,         0.806,         0.349,         20334,       0,    1,                                     BER,                                    STD2,                 H2O, 1668706209.18,         0.249,         0.176,         0.301,         0.181,       111.272,        -0.000,        -0.002,         1.751,        94.536,        35.794,         1.173,        88.043,         1.037,         2.045,       -0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   166,     P-684,   2022/11/17 17:34:31,           1-07,      16,         0.042,        -0.644,         0.799,         0.382,         20331,       0,    1,                                     BER,                                    STD2,                 H2O, 1668706747.42,         0.249,         0.190,         0.320,         0.176,       113.062,        -0.000,        -0.001,         1.776,        94.597,        35.480,         1.187,        88.780,         1.037,         2.096,       -0.0000,       -0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   167,     P-684,   2022/11/17 17:43:29,           1-07,      17,         0.005,        -0.653,         0.858,         0.350,         20384,       0,    1,                                     BER,                                    STD2,                 H2O, 1668707285.19,         0.261,         0.195,         0.341,         0.179,       113.537,        -0.000,        -0.002,         1.774,        94.867,        35.874,         1.174,        87.812,         1.035,         1.958,       -0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   168,     P-684,   2022/11/17 17:52:27,           1-07,      18,        -0.013,        -0.680,         0.867,         0.345,         20362,       0,    1,                                     BER,                                    STD2,                 H2O, 1668707823.32,         0.253,         0.191,         0.321,         0.185,       112.754,        -0.001,        -0.001,         1.794,        94.613,        35.889,         1.181,        88.387,         1.038,         2.125,       -0.0000,       -0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   169,     P-684,   2022/11/17 18:01:24,           1-07,      19,        -0.019,        -0.658,         0.903,         0.328,         20388,       0,    1,                                     BER,                                    STD2,                 H2O, 1668708360.35,         0.251,         0.185,         0.293,         0.178,       115.666,        -0.001,        -0.001,         1.836,        94.833,        35.769,         1.183,        88.595,         1.038,         2.069,        0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   170,     P-684,   2022/11/17 18:10:22,           1-07,      20,        -0.029,        -0.681,         0.856,         0.331,         20414,       0,    1,                                     BER,                                    STD2,                 H2O, 1668708898.43,         0.250,         0.179,         0.299,         0.180,       113.133,        -0.000,        -0.000,         1.783,        94.886,        35.970,         1.180,        88.646,         1.040,         2.127,       -0.0000,       -0.0000,    0,        43.375,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   171,     P-684,   2022/11/17 18:19:19,           1-07,      21,         0.038,        -0.660,         0.843,         0.386,         20370,       0,    1,                                     BER,                                    STD2,                 H2O, 1668709434.81,         0.247,         0.183,         0.341,         0.179,       114.113,         0.000,        -0.002,         1.779,        94.770,        35.828,         1.173,        88.078,         1.035,         2.002,       -0.0000,       -0.0000,    0,        43.375,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   172,     P-684,   2022/11/17 18:28:17,           1-07,      22,        -0.025,        -0.689,         0.838,         0.339,         20402,       0,    1,                                     BER,                                    STD2,                 H2O, 1668709972.99,         0.242,         0.177,         0.331,         0.174,       114.251,        -0.000,        -0.002,         1.791,        94.888,        35.819,         1.184,        88.609,         1.036,         2.084,       -0.0000,        0.0000,    0,        43.438,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   173,     P-684,   2022/11/17 18:37:14,           1-07,      23,        -0.022,        -0.680,         0.907,         0.337,         20384,       0,    1,                                     BER,                                    STD2,                 H2O, 1668710510.61,         0.245,         0.169,         0.338,         0.180,       109.829,         0.000,        -0.002,         1.749,        94.772,        35.874,         1.181,        88.234,         1.037,         2.096,       -0.0000,        0.0000,    0,        43.375,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   174,     P-684,   2022/11/17 18:46:12,           1-07,      24,        -0.004,        -0.691,         0.844,         0.361,         20387,       0,    1,                                     BER,                                    STD2,                 H2O, 1668711049.40,         0.265,         0.182,         0.344,         0.190,       111.677,        -0.000,        -0.002,         1.768,        94.795,        35.845,         1.179,        88.516,         1.034,         2.083,       -0.0000,       -0.0000,    0,        43.375,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   175,     P-684,   2022/11/17 18:55:10,           1-07,      25,        -0.020,        -0.674,         0.971,         0.336,         20454,       0,    1,                                     BER,                                    STD2,                 H2O, 1668711586.55,         0.244,         0.191,         0.328,         0.171,       115.518,        -0.001,        -0.002,         1.835,        95.221,        36.032,         1.175,        88.044,         1.038,         1.947,       -0.0000,        0.0000,    0,        43.375,         1,       7,       2,Baptiste_20000ppm_O17,       0,       1
   176,     P-685,   2022/11/17 19:04:07,           1-08,       1,         0.039,        -0.633,         0.858,         0.374,         20280,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668712123.65,         0.254,         0.186,         0.310,         0.185,       115.228,        -0.000,        -0.001,         1.817,        94.308,        35.701,         1.170,        87.654,         1.038,         1.998,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   177,     P-685,   2022/11/17 19:13:05,           1-08,       2,         0.009,        -0.659,         0.826,         0.357,         20413,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668712660.45,         0.237,         0.164,         0.291,         0.180,       112.834,        -0.000,        -0.001,         1.785,        94.974,        35.888,         1.178,        88.327,         1.038,         2.054,        0.0000,        0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   178,     P-685,   2022/11/17 19:22:02,           1-08,       3,         0.001,        -0.662,         0.862,         0.350,         20309,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668713198.43,         0.255,         0.184,         0.309,         0.180,       112.687,        -0.000,        -0.001,         1.782,        94.380,        35.754,         1.178,        88.150,         1.036,         2.140,       -0.0000,        0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   179,     P-685,   2022/11/17 19:31:00,           1-08,       4,         0.024,        -0.636,         0.867,         0.360,         20395,       0,    1,                                     BER,                                    STD2,                 H2O, 1668713735.94,         0.240,         0.183,         0.313,         0.169,       111.859,        -0.000,        -0.001,         1.774,        94.938,        35.826,         1.179,        88.145,         1.037,         1.984,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   180,     P-685,   2022/11/17 19:39:58,           1-08,       5,         0.032,        -0.659,         0.992,         0.380,         20405,       0,    1,                                     BER,                                    STD2,                 H2O, 1668714273.85,         0.249,         0.173,         0.309,         0.183,       113.549,        -0.000,        -0.001,         1.787,        94.846,        35.930,         1.179,        88.598,         1.038,         2.154,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   181,     P-685,   2022/11/17 19:48:55,           1-08,       6,         0.053,        -0.644,         0.895,         0.393,         20382,       0,    1,                                     BER,                                    STD2,                 H2O, 1668714811.46,         0.246,         0.185,         0.316,         0.174,       114.552,        -0.000,        -0.001,         1.807,        94.886,        35.722,         1.180,        88.235,         1.033,         1.954,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   182,     P-685,   2022/11/17 19:57:53,           1-08,       7,        -0.014,        -0.668,         0.917,         0.339,         20337,       0,    1,                                     BER,                                    STD2,                 H2O, 1668715348.76,         0.248,         0.178,         0.298,         0.183,       112.897,        -0.000,        -0.001,         1.767,        94.497,        35.904,         1.175,        88.026,         1.037,         2.093,       -0.0000,        0.0000,    0,        43.375,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   183,     P-685,   2022/11/17 20:06:49,           1-08,       8,        -0.016,        -0.657,         0.944,         0.331,         20390,       0,    1,                                     BER,                                    STD2,                 H2O, 1668715885.93,         0.266,         0.191,         0.325,         0.187,       112.923,        -0.000,        -0.001,         1.798,        94.827,        35.967,         1.174,        88.007,         1.039,         1.992,       -0.0000,        0.0000,    0,        43.250,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   184,     P-685,   2022/11/17 20:15:47,           1-08,       9,         0.028,        -0.654,         0.941,         0.374,         20424,       0,    1,                                     BER,                                    STD2,                 H2O, 1668716422.92,         0.261,         0.178,         0.350,         0.193,       112.289,         0.000,        -0.002,         1.762,        95.038,        35.964,         1.182,        88.301,         1.036,         1.993,       -0.0000,       -0.0000,    0,        43.250,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   185,     P-685,   2022/11/17 20:24:44,           1-08,      10,         0.017,        -0.659,         0.868,         0.365,         20380,       0,    1,                                     BER,                                    STD2,                 H2O, 1668716959.68,         0.234,         0.167,         0.283,         0.170,       115.267,        -0.000,        -0.001,         1.810,        94.833,        35.898,         1.171,        87.861,         1.037,         2.005,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   186,     P-685,   2022/11/17 20:33:41,           1-08,      11,        -0.040,        -0.687,         0.945,         0.323,         20366,       0,    1,                                     BER,                                    STD2,                 H2O, 1668717496.98,         0.235,         0.172,         0.297,         0.172,       111.141,        -0.000,        -0.001,         1.772,        94.678,        35.678,         1.184,        88.788,         1.037,         2.133,       -0.0000,        0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   187,     P-685,   2022/11/17 20:42:37,           1-08,      12,        -0.035,        -0.703,         0.811,         0.336,         20384,       0,    1,                                     BER,                                    STD2,                 H2O, 1668718033.27,         0.257,         0.189,         0.323,         0.194,       112.840,        -0.001,        -0.002,         1.779,        94.708,        35.890,         1.185,        88.758,         1.039,         2.161,       -0.0000,       -0.0000,    0,        43.375,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   188,     P-685,   2022/11/17 20:51:34,           1-08,      13,         0.010,        -0.659,         0.878,         0.358,         20370,       0,    1,                                     BER,                                    STD2,                 H2O, 1668718570.55,         0.245,         0.181,         0.312,         0.173,       113.005,        -0.000,        -0.001,         1.788,        94.738,        35.872,         1.175,        88.177,         1.038,         2.020,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   189,     P-685,   2022/11/17 21:00:32,           1-08,      14,        -0.004,        -0.635,         0.947,         0.331,         20360,       0,    1,                                     BER,                                    STD2,                 H2O, 1668719108.65,         0.247,         0.201,         0.295,         0.165,       111.405,        -0.001,        -0.001,         1.758,        94.693,        35.732,         1.177,        88.325,         1.036,         2.047,        0.0000,        0.0000,    0,        43.375,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   190,     P-685,   2022/11/17 21:09:30,           1-08,      15,         0.017,        -0.656,         0.999,         0.364,         20405,       0,    1,                                     BER,                                    STD2,                 H2O, 1668719646.03,         0.233,         0.178,         0.302,         0.162,       113.134,        -0.000,        -0.001,         1.780,        94.884,        35.830,         1.182,        88.707,         1.036,         2.170,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   191,     P-685,   2022/11/17 21:18:27,           1-08,      16,         0.019,        -0.670,         0.884,         0.373,         20356,       0,    1,                                     BER,                                    STD2,                 H2O, 1668720183.63,         0.262,         0.199,         0.327,         0.186,       112.150,        -0.000,        -0.001,         1.763,        94.678,        35.864,         1.173,        87.972,         1.038,         1.995,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
